accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.2036,-0.0063,0.9995,13.6108,-1.77,3.1128,16.897,-21.187,-85.737
0.2158,0.0181,0.9399,32.4707,-5.0659,4.2114,18.138,-20.967,-85.995
0.2207,0.0688,0.8647,32.3486,-4.3945,3.7231,20.281,-20.984,-86.237
0.252,0.0879,0.8184,33.6914,-6.4087,3.54,22.429,-21.215,-86.462
0.269,0.1138,0.7412,38.6353,-6.7749,3.7842,24.983,-21.594,-86.776
0.2495,0.0942,0.6978,41.748,-9.2163,1.709,27.828,-22.033,-87.451
0.2705,0.0938,0.605,58.4106,-6.8359,5.0049,31.767,-22.72,-88.066
0.3018,0.1562,0.4478,64.9414,-5.5542,8.0566,36.486,-23.483,-88.44
0.313,0.1074,0.3862,45.3491,-2.5024,0.061,40.172,-24.324,-88.989
0.3154,0.1074,0.3389,35.8276,2.9297,-4.0894,43.149,-25.076,-89.583
0.2866,0.0747,0.2563,40.7104,-1.4038,1.8921,45.769,-25.79,-89.984
0.3042,0.0625,0.187,36.0107,-2.6855,1.0376,48.224,-27.186,-90.654
0.3438,0.1353,0.0576,42.4194,-0.7324,10.3149,50.438,-29.174,-91.384
0.3306,0.0396,0.0859,13.6108,1.0986,-0.061,51.696,-31.454,-91.956
0.3599,0.0322,0.0654,27.5879,-1.2817,4.6387,52.41,-33.948,-93.219
0.3555,0.0347,0.0049,29.2358,0.4883,2.6245,52.921,-36.299,-95.515
0.3555,0.0146,-0.0308,23.4375,2.6245,5.3101,52.086,-37.996,-98.641
0.3872,0.0029,-0.0596,19.3481,2.8076,5.0659,50.059,-38.947,-101.942
0.3696,0.002,-0.1025,11.2915,3.9062,1.0986,48.521,-39.282,-103.881
0.3662,-0.0225,-0.1016,1.8921,1.0986,-1.2817,53.492,-38.837,-100.58
0.375,0.0146,-0.123,-7.3242,0.6714,-2.5024,57.75,-38.54,-97.646
0.3711,0.0942,-0.144,-34.2407,-0.3052,-3.479,60.244,-38.282,-95.076
0.3701,0.0327,-0.0146,-57.1899,-2.7466,-8.9111,60.216,-37.974,-92.955
0.3076,0.0107,0.1284,-58.5327,-0.9766,-12.5122,58.832,-37.397,-90.132
0.292,0.0459,0.2188,-49.6826,-3.1738,-12.207,51.57,-38.073,-93.818
0.3281,0.1704,0.2344,-40.5273,-0.4272,-0.8545,45.786,-39.067,-95.696
0.312,0.1733,0.313,-49.8657,1.4038,-0.061,40.166,-39.326,-96.713
0.2817,0.1367,0.4355,-56.9458,1.8921,-4.2725,34.453,-39.045,-97.383
0.2812,0.1084,0.5483,-54.5654,11.1694,-9.0942,28.636,-38.046,-97.701
0.2407,0.0889,0.644,-45.9595,11.2915,-7.4463,22.923,-36.189,-97.8
0.2617,0.1465,0.6733,-47.3022,11.8408,-5.249,17.677,-34.431,-97.828
0.2188,0.0972,0.79,-50.0488,16.6016,-6.2866,12.167,-31.822,-98.146
0.1992,0.0557,0.8867,-36.9263,14.4043,-4.4556,7.542,-29.372,-98.525
0.1782,0.042,0.9414,-28.1372,8.0566,-2.8687,4.29,-27.29,-98.893
0.1572,0.0161,0.9888,-18.9819,4.0894,-2.5635,1.89,-25.681,-99.234
0.1567,-0.0229,1.0312,-8.3008,-0.1221,-2.6245,0.456,-24.692,-99.426
0.1533,-0.0273,1.0386,-5.249,-1.9531,-0.9155,-0.104,-23.868,-99.404
0.1572,-0.0117,1.0337,-2.3804,-1.8921,0.1831,-0.275,-23.159,-99.223
