accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
-0.0444,-0.2188,1.2544,1.5259,1.4038,0.6104,-4.043,-4.367,-42.094
-0.0562,-0.25,1.2646,12.2681,0.9155,3.3569,-3.73,-3.845,-41.968
-0.0815,-0.2949,1.2549,41.0767,4.1504,11.7188,-1.626,-3.049,-41.446
-0.0488,-0.3179,1.1943,81.4209,2.6245,23.8037,3.62,-2.384,-40.078
0.0107,-0.4219,0.9976,159.4849,6.5918,39.7949,13.898,-2.104,-37.617
0.2544,-0.1255,0.4736,230.1636,8.7891,63.4155,31.855,-3.29,-33.766
0.3198,0.1475,0.0493,178.772,33.8745,48.1567,50.037,-5.114,-28.29
0.3623,0.0146,-0.1313,85.9985,28.0762,18.4937,61.562,-8.608,-21.286
0.394,0.0249,-0.2109,55.603,-11.1694,21.6064,70.472,-13.541,-18.589
0.3687,-0.0483,-0.2471,38.5742,5.0659,6.7139,76.866,-18.413,-18.452
0.373,-0.0527,-0.3047,15.0146,-4.5776,1.4038,81.491,-22.67,-18.896
0.4121,0.0425,-0.3594,-40.2222,-9.6436,-21.6064,83.639,-25.219,-21.264
0.3394,0.085,-0.2964,-108.7646,-15.2588,-34.6069,79.7,-25.779,-24.461
0.2573,0.0356,-0.1211,-172.2412,-55.9082,-53.2227,70.087,-24.686,-28.998
0.1055,-0.0063,0.2402,-196.6553,-29.7852,-65.979,56.695,-23.247,-34.486
0.0503,-0.1172,0.6875,-171.9971,-28.1372,-51.6968,40.457,-23.313,-37.65
-0.022,-0.3018,1.0566,-135.6201,-9.6436,-29.6631,24.346,-22.462,-42.308
-0.0889,-0.3481,1.2627,-71.7163,-1.6479,-25.5737,13.293,-20.808,-45.544
-0.1064,-0.3682,1.3354,-31.9824,-0.6714,-13.4888,7.537,-19.698,-47.851
-0.1309,-0.3564,1.3242,-12.8784,3.2349,-3.6011,4.444,-18.111,-48.543
-0.126,-0.314,1.3027,0.1831,-2.9907,-1.5869,2.994,-16.765,-48.823
-0.1138,-0.2944,1.2954,1.5259,-1.4038,2.5635,2.087,-15.645,-48.779
-0.1099,-0.2725,1.2803,7.9956,-1.709,4.0283,1.62,-14.59,-48.241
-0.1152,-0.2476,1.2622,7.2021,-9.3994,-0.9155,1.549,-13.98,-48.032
-0.0713,-0.2344,1.2622,7.9346,-7.7515,-2.4414,1.67,-13.909,-48.082
-0.0728,-0.2251,1.2549,4.5166,-0.4883,2.4414,1.527,-13.228,-47.856
-0.0747,-0.2197,1.2529,3.54,0.3662,2.0142,1.099,-12.277,-47.411
-0.0728,-0.2085,1.2476,3.54,0.0,0.1831,0.747,-11.387,-47.137
-0.0703,-0.2104,1.25,3.54,1.2817,0.0,0.45,-10.618,-46.972
-0.0757,-0.1997,1.2422,2.7466,2.4414,0.6104,0.198,-9.536,-46.813
-0.0527,-0.2153,1.2471,5.6763,2.7466,3.7231,-0.143,-8.646,-46.439
-0.0933,-0.1743,1.2192,6.5918,4.4556,1.77,-0.055,-7.586,-46.099
-0.0762,-0.1743,1.1938,6.8359,5.0049,2.6245,-0.038,-6.559,-45.72
-0.1079,-0.1763,1.2056,0.9766,2.7466,-2.2583,-0.269,-5.526,-45.648
-0.1025,-0.1948,1.2212,-2.2583,-5.3101,-0.061,-0.791,-5.048,-45.747
-0.0947,-0.1997,1.229,4.1504,-3.9673,-1.0986,-1.203,-4.911,-45.747
-0.0684,-0.1553,1.2065,-0.4883,-3.54,4.5166,-1.456,-4.911,-45.643
-0.0703,-0.1611,1.2065,7.2021,-5.5542,-3.6011,-1.533,-4.79,-45.571
-0.041,-0.1611,1.208,4.0283,0.2441,1.6479,-1.511,-4.801,-45.566
-0.0923,-0.1655,1.2017,4.6997,3.2349,1.4648,-1.609,-4.092,-45.269
-0.0508,-0.1533,1.208,3.6621,3.2349,6.0425,-1.835,-3.582,-44.819
-0.0698,-0.1768,1.208,5.4932,3.2349,4.0894,-2.021,-2.856,-44.324
