accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
-0.2622,0.7593,0.5562,-2.5635,-3.6621,-4.0283,59.172,13.217,-72.982
-0.2246,0.8164,0.521,7.019,-0.5493,2.5024,59.337,13.282,-72.944
-0.2344,0.8306,0.5088,2.3804,-2.0752,-2.0142,59.502,13.304,-72.834
-0.2124,0.8335,0.5107,2.0752,1.6479,3.9062,59.447,13.244,-72.581
-0.2422,0.8081,0.5068,-0.3052,5.4321,-6.0425,59.403,13.563,-72.032
-0.248,0.8169,0.5088,-5.6152,3.0518,-2.6855,59.024,14.095,-71.746
-0.2729,0.8081,0.5112,-1.77,-0.7935,-1.4648,58.694,14.425,-71.433
-0.2412,0.8032,0.5303,4.0894,0.9155,0.3662,58.656,14.392,-71.34
-0.2656,0.8228,0.4946,5.0049,3.0518,2.5635,59.139,14.453,-70.801
-0.2554,0.8242,0.5059,-0.3662,-2.1362,1.3428,59.134,14.321,-70.527
-0.2402,0.8081,0.5146,0.6104,-1.3428,0.0,58.986,14.189,-70.543
-0.2456,0.812,0.5176,4.8218,0.1831,3.479,59.205,14.095,-70.318
-0.2329,0.8262,0.5015,2.3804,0.5493,5.7373,59.645,13.749,-69.813
-0.2041,0.855,0.4844,6.958,5.4932,1.3428,60.287,13.502,-69.17
-0.2686,0.8467,0.4707,1.9531,5.188,-5.8594,60.732,14.095,-68.626
-0.2661,0.8164,0.4766,5.4321,-0.6104,-0.9766,60.958,14.425,-68.632
-0.2583,0.772,0.5239,11.1694,0.4883,9.6436,61.666,14.167,-68.368
-0.2954,0.5781,0.5322,73.2422,26.9165,26.2451,65.413,13.508,-66.121
-0.1782,0.6465,0.186,159.729,11.9019,65.4907,77.025,9.415,-62.606
-0.0571,0.7949,0.0186,149.231,79.0405,33.8135,93.032,4.29,-60.529
0.0518,0.8906,-0.4912,133.728,-20.6909,65.7349,106.463,-1.401,-61.073
0.1948,1.0864,-0.6416,33.8745,-7.019,16.9067,115.609,-4.532,-63.166
0.1777,0.9155,-0.6001,32.1045,15.0146,17.5171,118.932,-6.592,-63.474
0.1611,0.8862,-0.5874,9.7046,4.8218,4.0283,120.789,-8.13,-62.814
0.1621,0.8389,-0.564,4.5776,-2.6855,-1.3428,121.553,-8.152,-62.622
0.1436,0.8237,-0.5679,-2.3804,7.8125,2.1362,121.701,-8.3,-62.078
0.1523,0.8271,-0.5659,-4.0283,-0.8545,2.5635,121.459,-8.745,-61.611
0.2773,1.0972,-0.7222,-24.353,2.8687,-4.5776,120.707,-8.773,-61.414
0.3027,1.1934,-0.8242,-154.1138,-21.2402,-65.2466,112.269,-5.861,-60.364
0.0659,0.7144,-0.3218,-228.8208,-44.6167,-93.5669,93.142,3.268,-60.897
-0.1748,0.4629,0.3022,-173.3398,-15.0146,-63.4155,74.07,9.047,-64.402
-0.2544,0.5996,0.5703,-81.4819,20.1416,-74.9512,61.935,12.997,-66.808
-0.2529,0.6987,0.604,-13.5498,3.9673,8.3008,57.623,13.942,-67.67
-0.2549,0.7593,0.5708,-14.1602,-2.7466,2.9907,56.003,13.804,-66.643
-0.2422,0.7554,0.5991,-14.0991,4.5776,4.0894,54.75,13.678,-65.66
-0.2271,0.7202,0.627,-12.3901,5.4321,-7.4463,53.361,13.788,-64.99
-0.2729,0.7388,0.6001,1.1597,6.7749,0.3662,53.08,14.392,-63.995
