accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.3633,0.9219,-0.1626,-0.061,-1.0986,-2.8687,100.107,-17.941,-39.133
0.3364,0.9233,-0.1719,5.6763,-3.6011,-3.54,100.415,-17.743,-39.155
0.3154,0.9312,-0.1855,4.2114,-0.1831,-6.958,100.898,-17.271,-39.056
0.3242,0.9297,-0.1953,2.9297,1.0376,-10.376,101.212,-16.655,-38.683
0.3203,0.9282,-0.2036,1.2817,4.5776,-12.5122,101.294,-15.601,-38.084
0.2666,0.9458,-0.1875,0.2441,1.77,-16.8457,101.255,-14.359,-37.288
0.2295,0.9443,-0.1841,1.6479,-1.6479,-23.1323,101.255,-12.497,-36.799
0.2153,0.9458,-0.1929,0.9155,-3.2349,-27.2827,101.382,-10.179,-36.37
0.1929,0.9424,-0.2046,4.7607,-4.6997,-26.7944,101.629,-7.663,-36.178
0.0806,0.9556,-0.1934,-3.2349,-3.1128,-50.4761,101.596,-4.021,-35.766
0.0171,0.9307,-0.1953,4.2725,-5.8594,-58.0444,101.81,1.214,-34.964
-0.147,0.9541,-0.2075,-3.3569,-13.3057,-63.2324,101.7,7.158,-34.728
-0.2729,0.9468,-0.1685,-4.0894,-9.8877,-54.3213,101.525,12.887,-34.717
-0.3052,0.8916,-0.2012,1.2207,-8.4839,-50.8423,101.843,18.111,-34.596
-0.4512,0.895,-0.2061,6.0425,-2.6855,-47.8516,102.31,22.819,-34.195
-0.5508,0.8789,-0.1553,0.4272,-1.709,-40.6494,102.717,26.675,-33.596
-0.4951,0.8022,-0.1792,7.1411,-0.7324,-23.6816,103.607,29.707,-33.113
-0.6387,0.8296,-0.1938,10.8643,-4.6997,-27.2217,104.595,32.097,-33.08
-0.6177,0.7808,-0.231,9.6436,-3.7231,-12.8174,105.293,34.541,-33.365
-0.6382,0.7769,-0.249,6.3477,-0.4272,-1.3428,105.903,35.046,-33.552
-0.6577,0.7769,-0.2275,-1.1597,0.6104,-1.6479,105.919,35.354,-33.854
-0.6904,0.793,-0.1938,-5.5542,-1.4038,13.3057,105.524,34.969,-34.327
-0.6494,0.793,-0.1719,-9.2163,-3.6011,32.1045,104.392,33.157,-35.469
-0.5444,0.8145,-0.1719,-10.8032,-1.0376,51.8188,102.859,29.718,-37.189
-0.4316,0.8594,-0.1875,-6.2256,8.3618,68.7256,101.733,24.395,-38.683
-0.3545,0.896,-0.1797,1.6479,13.4277,69.6411,101.47,18.012,-39.084
-0.2231,0.9253,-0.1777,-5.6763,13.1226,67.0776,101.19,11.788,-39.045
-0.0396,0.9321,-0.1968,-8.5449,3.6011,64.3921,100.618,5.361,-39.391
0.1035,0.9458,-0.1958,-5.6763,3.9673,58.1055,99.866,-0.225,-40.122
0.1587,0.9463,-0.1592,-3.479,3.9673,50.5371,99.399,-5.471,-40.111
0.2495,0.937,-0.146,-4.0894,9.6436,38.147,99.08,-9.965,-40.139
0.3169,0.9355,-0.1538,-7.5684,12.8784,19.7144,98.525,-13.013,-39.342
0.3872,0.915,-0.1328,3.418,8.667,22.0337,98.091,-15.452,-38.458
0.3843,0.9189,-0.1494,9.3994,1.6479,8.1177,98.959,-17.501,-37.974
0.3452,0.9326,-0.1719,2.5024,-3.2959,-2.4414,99.487,-17.754,-37.859
