accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.1289,0.8911,0.4434,0.5493,-1.2817,-0.8545,63.545,-5.685,-49.12
0.1323,0.8916,0.439,-1.0376,-3.0518,-4.5776,63.567,-5.46,-49.175
0.1753,0.9146,0.4233,-0.4883,6.4697,-7.2632,63.616,-5.037,-48.735
0.1831,0.8711,0.439,-5.4321,28.2593,-26.9775,63.204,-2.95,-47.439
-0.0005,0.8491,0.4297,-1.1597,49.4385,-57.251,62.875,2.39,-45.264
-0.1992,0.8398,0.4258,-3.0518,46.7529,-56.4575,62.908,9.245,-43.231
-0.3398,0.8423,0.416,0.5493,38.208,-43.2739,63.281,15.255,-41.303
-0.3975,0.8545,0.3848,5.6763,17.395,-39.3066,63.682,20.127,-40.781
-0.4805,0.8213,0.4248,-1.6479,17.2729,-23.0713,63.347,23.571,-41.32
-0.4619,0.7544,0.4233,6.7139,9.7046,-15.9912,63.408,25.516,-41.424
-0.5527,0.8052,0.3965,5.3711,5.5542,-13.2446,63.754,27.257,-42.111
-0.5312,0.7964,0.3594,0.7935,7.8735,-3.3569,64.006,28.466,-42.171
-0.5088,0.7783,0.3799,-2.2583,-1.3428,1.5869,64.045,28.773,-42.127
-0.5234,0.7739,0.3867,0.0,-6.7749,-1.8311,63.869,28.735,-42.654
-0.6362,0.7876,0.4092,-4.2114,-5.6152,24.6582,63.765,28.114,-43.088
-0.4897,0.7896,0.3809,0.3052,-37.7808,51.0864,63.655,23.692,-43.978
-0.3179,0.8149,0.4087,-1.2207,-46.2646,34.729,62.77,18.342,-46.187
-0.2197,0.8418,0.4224,-1.8921,-64.8193,35.9497,61.798,13.398,-50.257
-0.042,0.8242,0.4746,1.9531,-42.9077,52.9785,61.375,6.91,-53.08
0.1089,0.8662,0.4507,12.207,-24.7803,54.1382,62.485,0.549,-53.223
0.1494,0.8779,0.4565,-5.249,-2.2583,23.6206,62.435,-2.922,-51.614
0.1416,0.8618,0.4766,-0.9155,-1.2207,9.2773,61.941,-4.345,-50.427
0.1289,0.8779,0.4683,0.7935,-0.5493,-0.7935,61.913,-4.752,-50.01
