accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.4453,0.6528,0.6152,-1.0376,2.1362,2.5635,46.467,-23.698,-48.417
0.4395,0.6597,0.6255,-0.6104,4.3335,-2.9907,46.335,-23.527,-47.708
0.4351,0.6494,0.6211,2.0142,8.7891,-8.4229,46.357,-22.764,-47.164
0.4204,0.6602,0.6201,2.3193,15.1978,-14.5874,46.571,-21.237,-46.686
0.3643,0.6772,0.6265,2.8076,25.2075,-18.7988,46.747,-18.781,-45.89
0.3003,0.6914,0.6401,2.4414,31.1279,-23.1934,46.851,-15.54,-44.907
0.208,0.6968,0.6572,0.7935,31.0059,-31.311,46.906,-11.618,-44.269
0.1284,0.6978,0.6621,5.0659,28.9307,-40.1611,47.285,-7.3,-44.423
0.0186,0.771,0.6719,0.2441,25.2075,-49.8047,47.818,-2.131,-45.637
-0.0596,0.7471,0.6631,-5.188,25.6348,-41.8701,47.499,2.62,-46.939
-0.123,0.7207,0.6572,-2.6855,35.6445,-38.3911,47.109,7.465,-47.461
-0.208,0.7212,0.6479,-8.9111,34.4238,-30.5176,46.725,11.97,-47.395
-0.2988,0.6865,0.6562,-17.5171,41.748,-29.541,45.648,16.606,-46.868
-0.4126,0.6353,0.667,-13.2446,34.9121,-20.1416,44.423,21.017,-46.291
-0.478,0.6133,0.6606,-6.7749,27.2827,-3.3569,44.044,23.862,-45.291
-0.4937,0.6074,0.6426,1.6479,12.6343,0.5493,44.368,25.362,-44.539
-0.4819,0.6333,0.6299,2.6245,1.1597,-1.8921,44.753,25.966,-44.83
-0.4814,0.6323,0.6362,0.2441,-2.6245,1.2207,44.841,26.076,-45.549
-0.4966,0.6348,0.646,0.0,-12.085,5.0659,44.747,25.565,-46.395
-0.4517,0.6406,0.6479,-0.4272,-24.1089,20.1416,44.489,23.56,-47.45
-0.3896,0.6514,0.6694,-0.7324,-30.1514,30.8228,44.473,20.149,-47.873
-0.2847,0.6699,0.6753,-0.6104,-39.4287,37.2925,44.401,15.54,-48.351
-0.1641,0.6895,0.6846,1.77,-38.269,44.7998,44.517,10.217,-48.433
-0.0728,0.686,0.6948,0.1831,-35.5225,46.1426,44.769,4.669,-47.878
0.0444,0.687,0.6924,4.1504,-34.2407,42.1753,45.016,-0.643,-47.422
0.1304,0.6934,0.6792,5.4932,-34.4238,46.6919,45.489,-5.96,-46.73
0.2402,0.6816,0.6611,3.1738,-30.8228,39.4897,45.84,-11.184,-45.78
0.3247,0.6802,0.6519,-0.6104,-23.0713,27.6489,45.923,-15.375,-45.082
0.3613,0.6606,0.6421,-1.0986,-16.9678,19.165,45.714,-18.484,-44.33
0.3896,0.6567,0.6338,-3.7842,-16.4185,18.3105,45.456,-20.923,-43.665
0.4341,0.6348,0.6299,-3.1738,-12.6343,13.0005,45.071,-23.126,-43.05
0.4741,0.626,0.6226,-2.2583,-8.9722,3.7231,44.901,-24.62,-42.742
0.4897,0.6255,0.6157,-1.5869,-3.7231,-1.5869,44.94,-25.263,-42.66
