accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.248,0.9302,-0.2676,-1.5869,-1.8921,-2.9907,105.782,-12.233,-35.299
0.2461,0.9365,-0.2715,-5.249,-2.6245,-2.9907,105.403,-11.915,-35.491
0.2261,0.9355,-0.2549,-0.6714,-1.6479,-3.418,105.403,-11.931,-35.574
0.2178,0.9424,-0.2627,-2.6245,0.5493,-6.1035,105.364,-11.684,-35.469
0.2256,0.9438,-0.2583,1.1597,-1.9531,-7.3242,105.183,-11.179,-35.261
0.2007,0.9443,-0.2617,-0.3662,-4.2114,-6.8359,105.134,-10.443,-35.305
0.2104,0.9419,-0.2632,-5.0659,-3.9062,-11.9629,105.051,-9.734,-35.294
0.1504,0.96,-0.2563,2.5024,-6.5918,-15.9912,104.93,-8.372,-35.217
0.1328,0.9556,-0.2725,6.3477,3.2349,-4.0283,105.716,-7.949,-35.184
0.1411,0.958,-0.2798,0.8545,-2.8687,-13.6719,105.815,-7.086,-34.783
0.1221,0.9468,-0.2847,7.8735,-4.0894,-4.8218,106.029,-5.933,-34.772
0.147,0.9326,-0.2798,3.6011,-10.8643,-26.5503,106.683,-4.867,-34.975
0.0645,0.9243,-0.2676,-1.4648,-25.0244,-49.0723,106.661,-0.912,-35.381
-0.0449,0.9048,-0.2852,15.3198,-20.752,-61.5845,107.364,4.724,-36.244
-0.1978,0.9097,-0.3662,15.686,-10.437,-60.4248,109.254,10.789,-35.821
-0.3628,0.9067,-0.3418,-1.0986,-11.7188,-62.561,110.165,16.782,-34.634
-0.4624,0.8726,-0.3418,-6.6528,-6.897,-55.542,110.319,22.28,-33.393
-0.3755,0.7681,-0.2578,-14.0381,-14.5264,-49.4995,109.616,27.202,-32.52
-0.6211,0.7808,-0.2656,12.6343,-3.9062,-46.3257,110.05,31.976,-31.882
-0.6768,0.7207,-0.2393,-1.709,-3.2349,-38.6353,111.066,36.266,-30.619
-0.7061,0.7031,-0.3447,21.9727,9.4604,-28.2593,113.571,38.996,-28.762
-0.7461,0.6851,-0.3506,6.2256,-0.9155,-11.7798,115.219,40.622,-27.834
-0.8042,0.6577,-0.2646,-8.7891,-1.9531,1.9531,115.659,41.259,-27.719
-0.749,0.6699,-0.3105,-4.3945,0.8545,11.7188,115.153,40.82,-28.466
-0.707,0.6987,-0.3501,-6.3477,10.6201,33.3862,114.175,38.76,-29.24
-0.6436,0.7241,-0.2969,-13.0615,11.5356,51.5137,112.291,34.607,-30.344
-0.5669,0.791,-0.293,-15.1978,2.9907,55.9692,109.83,29.932,-32.261
-0.4482,0.8516,-0.2939,-10.0098,10.0708,73.5474,107.858,23.868,-34.085
-0.2515,0.8687,-0.2515,-22.9492,2.1973,72.3877,106.062,16.941,-35.7
-0.1265,0.9204,-0.2144,-23.7427,-0.3052,49.2554,103.195,11.766,-37.397
-0.0684,0.9473,-0.1792,-18.3716,6.897,44.5557,101.25,7.333,-38.188
0.0225,0.9517,-0.1626,4.3335,12.207,50.4761,100.662,2.379,-38.183
0.1021,0.9614,-0.1831,1.0376,6.2256,44.1284,100.679,-2.285,-37.996
0.2046,0.9526,-0.1787,-0.3662,1.8921,24.4751,100.772,-6.081,-38.161
0.2036,0.9609,-0.187,0.0,-3.0518,10.9863,100.816,-7.921,-38.414
0.2041,0.9629,-0.1831,-1.9531,-0.9766,4.2725,100.646,-8.619,-38.787
0.1997,0.96,-0.1802,4.5776,0.1221,6.5918,100.849,-9.316,-38.622
0.2017,0.9634,-0.2051,-0.9155,-2.1362,-1.4648,100.926,-9.382,-38.622
