accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.4136,0.7676,0.4888,-2.5024,-3.3569,-3.3569,56.678,-24.175,-39.76
0.4165,0.7681,0.4854,-2.2583,-4.0283,-4.3335,56.799,-24.071,-40.089
0.3916,0.793,0.4912,-8.1787,-13.2446,-13.855,56.948,-23.802,-40.853
0.3696,0.7725,0.5005,-13.4888,-25.6348,-23.8647,56.959,-23.264,-43.319
0.4004,0.7803,0.4878,-16.3574,-32.8979,-30.2124,57.266,-22.626,-47.56
0.3672,0.7964,0.4839,-23.4985,-48.7061,-46.0815,57.585,-21.714,-53.405
0.3091,0.8208,0.4873,-31.4331,-65.918,-56.7017,57.816,-20.264,-61.617
0.3662,0.772,0.4702,-34.2407,-67.5049,-52.2461,57.519,-19.484,-70.532
0.3604,0.7671,0.481,-14.4043,-50.9644,-48.2178,57.991,-18.463,-78.349
0.2705,0.8936,0.4751,-18.6768,-54.8706,-51.5137,58.942,-17.133,-85.666
0.2979,0.7988,0.4717,-27.1606,-59.082,-62.0728,58.486,-15.194,-94.032
0.3057,0.8179,0.4814,-3.7231,-32.4707,-36.1328,58.936,-13.64,-101.371
0.3003,0.8335,0.4712,6.6528,8.7891,3.2349,59.612,-13.332,-103.694
0.2412,0.8623,0.4692,5.8594,13.916,14.0991,60.062,-13.76,-102.458
0.2437,0.8462,0.48,-1.8311,12.8784,13.916,59.617,-14.238,-101.124
0.2515,0.8354,0.4883,3.418,11.6577,9.7656,59.392,-14.612,-99.943
0.2866,0.8257,0.4653,10.376,18.5547,11.0474,59.672,-14.694,-98.536
0.3066,0.8403,0.4551,11.5967,34.9731,27.4658,59.941,-15.205,-95.257
0.2998,0.8267,0.4604,12.7563,44.9829,34.6069,59.738,-15.903,-90.137
0.3052,0.8281,0.457,23.3765,57.4951,42.2974,59.777,-16.551,-83.48
0.2769,0.8472,0.4561,23.8037,59.2041,45.2881,60.04,-17.463,-75.471
0.2896,0.8379,0.4648,19.8364,50.2319,41.0156,59.996,-18.375,-68.148
0.3179,0.8252,0.4624,17.334,44.4946,30.3345,59.919,-19.039,-61.859
0.3286,0.8281,0.4658,19.7144,47.6074,36.0107,59.788,-19.341,-55.816
0.3325,0.8291,0.4487,21.9727,47.1191,42.5415,59.815,-20.314,-49.142
0.3638,0.8042,0.4619,16.8457,42.5415,39.2456,59.485,-21.638,-42.396
0.3452,0.8086,0.4658,17.8223,32.2266,28.4424,59.343,-22.308,-36.925
0.395,0.8032,0.4609,11.1694,19.9585,20.752,59.442,-23.247,-33.014
0.4092,0.7793,0.4561,9.1553,16.2354,11.7188,59.37,-23.665,-30.152
0.3647,0.8008,0.4634,6.7139,13.916,-2.5635,59.464,-23.247,-28.048
0.3647,0.8086,0.458,-1.8921,-4.5166,-5.4321,59.7,-22.665,-27.664
