accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.1543,0.123,0.75,3.3569,2.6245,-1.2207,13.008,16.534,-94.048
0.1812,0.1182,0.7573,1.3428,-5.7373,-3.6621,12.761,14.579,-94.691
0.1924,0.1235,0.7568,0.061,-4.6387,-0.5493,12.469,12.574,-95.125
0.1914,0.1201,0.7573,-0.1221,-5.9204,0.0,12.14,10.635,-95.394
0.1909,0.1108,0.7632,-0.7935,-9.5215,-1.9531,11.887,8.536,-95.757
0.1968,0.1196,0.7588,-0.7935,-14.1602,-4.8218,11.624,6.103,-96.438
0.2007,0.1299,0.7607,-2.7466,-19.3481,-5.0659,11.234,3.307,-97.361
0.1973,0.1226,0.7578,-1.5869,-18.1885,-5.7983,10.882,0.582,-98.317
0.188,0.1172,0.7651,-1.0986,-24.0479,-6.897,10.657,-2.148,-99.3
0.1577,0.1211,0.7593,0.4272,-38.5132,-14.2212,10.629,-5.559,-100.882
0.1797,0.1147,0.7607,0.9155,-49.2554,-16.4185,10.838,-9.877,-103.112
0.1978,0.123,0.7554,-0.8545,-55.2368,-22.3389,11.398,-14.793,-105.996
0.1792,0.1157,0.7622,-0.3662,-56.6406,-27.0386,12.2,-19.517,-109.462
0.1387,0.1255,0.7637,-0.6104,-55.7251,-30.5786,13.552,-23.84,-113.676
0.1182,0.1147,0.7676,-0.1221,-47.3022,-22.7051,14.991,-27.367,-117.642
0.1001,0.1118,0.7734,-1.0376,-50.5981,-15.564,16.122,-30.383,-120.734
0.1445,0.1123,0.7808,0.8545,-56.0913,-18.4326,17.413,-33.838,-123.953
0.1558,0.1143,0.7861,-2.2583,-52.3682,-20.4468,19.1,-36.969,-127.771
0.1274,0.1084,0.7949,-1.9531,-41.687,-19.6533,20.599,-39.045,-131.407
0.0835,0.0957,0.8062,-2.9907,-43.335,-18.6768,21.962,-40.49,-134.841
0.1353,0.0874,0.832,4.5166,-40.3442,-14.0991,23.472,-41.957,-138.131
0.1191,0.0938,0.8115,6.4087,-28.5034,-7.5073,24.664,-42.682,-140.378
0.1411,0.1162,0.8032,2.5024,-18.6157,-1.1597,24.78,-42.885,-141.279
0.1113,0.1079,0.7925,0.6104,-7.6904,1.6479,23.95,-41.94,-140.982
0.1621,0.104,0.8091,0.0,0.9766,1.0986,22.769,-40.496,-140.24
0.1357,0.0977,0.8115,0.1831,5.4932,5.127,21.396,-38.386,-139.103
0.1826,0.1001,0.8081,1.8921,20.874,7.1411,19.688,-35.799,-137.313
0.1719,0.1055,0.8022,1.77,33.5083,15.3198,17.562,-32.217,-134.637
0.1504,0.1206,0.7935,-1.2817,34.5459,13.3667,15.392,-28.334,-131.77
0.1182,0.1064,0.8022,-3.0518,34.3018,12.3901,13.37,-24.483,-129.26
0.1616,0.0864,0.8271,-0.6714,30.4565,9.6436,11.964,-21.253,-127.48
0.1968,0.1099,0.7983,5.249,53.772,20.6299,11.195,-17.073,-124.876
0.1646,0.1074,0.7783,8.606,85.3882,32.1045,10.668,-10.525,-120.789
0.1587,0.1235,0.75,4.5776,89.5386,41.3208,10.673,-2.472,-115.109
0.189,0.1118,0.7578,3.0518,75.1343,32.0435,11.025,4.406,-109.742
0.2012,0.1152,0.7549,0.9155,53.9551,16.0522,11.569,8.97,-106.166
0.1846,0.1191,0.7568,2.1362,46.936,9.3384,12.085,12.107,-104.073
0.189,0.1104,0.7578,3.3569,55.2368,6.7139,12.601,15.046,-102.332
0.1855,0.1143,0.748,2.0142,55.1758,15.8081,13.315,18.463,-99.926
0.1353,0.125,0.7437,1.77,45.105,14.4653,14.156,21.319,-97.306
0.1865,0.1226,0.748,0.0,28.4424,8.606,14.678,22.335,-95.515
0.1714,0.1226,0.7446,1.5869,25.2075,9.5825,14.98,22.72,-94.279
0.1846,0.1235,0.7446,1.4038,18.8599,7.0801,15.266,22.5,-93.065
0.1738,0.124,0.7417,0.7324,6.7749,1.0986,15.189,21.511,-92.714
