accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.1533,0.1138,0.7812,1.1597,10.9863,1.4648,11.744,17.336,-100.305
0.127,0.1113,0.7783,0.9155,0.061,-1.709,11.635,16.353,-100.349
0.1338,0.1094,0.7778,1.4038,-5.0659,-1.77,11.442,14.645,-100.767
0.1265,0.1147,0.7749,0.1831,-9.2773,-4.0894,11.239,12.783,-101.299
0.1362,0.1157,0.7734,0.1831,-7.2632,-1.4648,10.986,10.734,-101.843
0.1196,0.1167,0.7739,-1.0376,-17.5781,-5.127,10.651,8.443,-102.437
0.0864,0.1201,0.7661,-1.1597,-28.8086,-10.0708,10.272,5.372,-103.656
0.127,0.106,0.7896,-2.9907,-33.5693,-12.2681,9.811,1.56,-105.375
0.125,0.1069,0.791,-1.8311,-38.8184,-11.2915,9.542,-2.236,-107.117
0.1479,0.1074,0.8008,-1.4038,-40.3442,-13.5498,9.437,-6.042,-108.875
0.1738,0.104,0.8076,-1.2817,-37.1704,-13.3667,9.454,-9.651,-110.709
0.147,0.0952,0.8179,-1.6479,-44.3115,-17.5171,9.58,-13.277,-112.775
0.1421,0.1021,0.812,0.1221,-56.3354,-24.7803,10.151,-17.743,-115.587
0.1426,0.1074,0.8174,1.2817,-65.918,-36.8042,11.58,-22.863,-120.037
0.1235,0.0835,0.8394,1.2207,-57.5562,-28.7476,13.403,-27.438,-124.843
0.1265,0.0913,0.8369,4.5166,-48.0957,-19.5923,15.128,-30.811,-128.403
0.1099,0.0894,0.8354,1.9531,-42.3584,-16.6016,16.507,-33.283,-131.353
0.0469,0.0913,0.8257,2.5635,-42.1143,-11.4136,17.655,-35.25,-133.819
0.0977,0.1006,0.8228,-0.1831,-38.3911,-10.3149,18.561,-37.04,-135.917
0.1426,0.0889,0.8408,1.3428,-28.3203,-9.3994,19.259,-38.221,-137.906
0.1143,0.106,0.8237,1.9531,-14.5264,-3.1128,19.495,-38.32,-138.944
0.1162,0.1001,0.8311,-0.7324,-4.5776,1.3428,18.781,-37.524,-138.818
0.1172,0.1035,0.8247,-2.4414,1.2817,2.9907,17.693,-36.008,-138.082
0.1113,0.0742,0.8579,-2.9297,10.1318,7.8125,16.194,-33.948,-136.862
0.1621,0.0879,0.856,-1.8311,23.1934,16.6016,14.365,-31.185,-134.533
0.144,0.0972,0.8418,-4.6387,27.771,17.2119,12.365,-27.339,-131.523
0.1357,0.0747,0.8643,-4.5166,40.1001,21.2402,10.459,-23.104,-128.578
0.1895,0.0625,0.877,-1.5259,42.2363,15.3809,8.806,-19.006,-125.799
0.2002,0.1064,0.8408,3.7231,47.8516,23.1323,8.157,-14.634,-123.074
0.167,0.085,0.8447,-0.3662,65.4297,21.4844,7.355,-8.921,-120.157
0.1616,0.1035,0.8208,3.7231,70.4346,27.5269,7.234,-2.939,-116.873
0.1592,0.1108,0.8159,-4.1504,57.6782,26.8555,7.339,2.51,-113.28
0.1934,0.0869,0.8374,-5.4321,49.7437,20.2026,7.256,6.603,-110.132
0.168,0.0903,0.8433,-2.4414,40.5273,17.2119,7.427,9.723,-107.77
0.1626,0.0737,0.8408,3.418,51.3916,14.0381,7.844,12.75,-105.601
0.1602,0.0879,0.8242,7.0801,44.1895,13.4888,8.806,15.661,-103.513
0.1479,0.1099,0.8062,7.8735,39.6118,13.2446,9.998,18.062,-101.503
0.1714,0.1182,0.7876,4.4556,32.3486,10.376,10.997,19.534,-99.761
0.1519,0.1118,0.7974,0.2441,25.1465,8.4839,11.448,20.424,-98.328
0.1538,0.1089,0.7935,2.5024,18.5547,4.3945,11.7,20.506,-97.454
0.1387,0.1172,0.7832,2.4414,11.2305,1.2817,11.882,20.001,-97.108
