accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.083,0.9004,0.374,-6.4087,2.7466,-4.1504,67.533,-6.493,-64.369
0.1157,0.8901,0.4043,-1.6479,-6.7749,-0.1221,67.137,-6.35,-64.726
0.1924,0.9277,0.4131,-3.2959,-11.1084,12.207,66.973,-7.141,-65.292
0.1597,0.8955,0.4199,-2.8076,0.0,-0.7324,66.621,-7.322,-65.468
0.1436,0.9033,0.4023,0.061,0.3052,-4.3945,66.506,-7.229,-65.632
0.1133,0.9092,0.3926,3.7842,1.4648,-10.3149,66.687,-6.394,-65.786
0.0879,0.9194,0.3828,0.7324,-0.6714,-5.0659,67.088,-5.361,-66.127
0.0669,0.9087,0.3828,0.061,-1.5259,-2.8687,67.143,-4.774,-66.396
0.0796,0.9146,0.3896,0.0,-0.4883,-0.9155,67.148,-4.614,-66.528
0.0913,0.9165,0.3896,1.5869,-0.3662,0.8545,67.225,-4.785,-66.654
0.0938,0.915,0.3896,-0.3662,-3.9673,1.0376,67.319,-5.065,-66.896
0.0962,0.9106,0.3877,-0.8545,-5.6763,4.8828,67.324,-5.433,-67.28
0.0928,0.918,0.3701,-1.0986,-4.1504,3.7231,67.198,-5.861,-67.467
0.1401,0.9136,0.3735,-1.0376,-6.7139,1.6479,67.181,-6.504,-67.967
0.1255,0.9194,0.3774,0.0,-6.4087,-3.8452,67.275,-6.74,-68.632
0.1211,0.9194,0.3853,-1.3428,-11.9019,-5.8594,67.291,-6.757,-69.675
0.0996,0.9204,0.3818,-5.8594,-21.7896,-12.3901,67.165,-6.608,-71.45
0.0737,0.9087,0.3799,-6.4087,-56.5186,-31.9824,67.022,-6.086,-75.751
0.0835,0.9204,0.3774,-10.2539,-90.6982,-42.2974,67.192,-5.482,-84.232
0.0923,0.9038,0.375,-0.2441,-97.7783,-48.3398,67.626,-4.796,-94.966
0.0776,0.9194,0.375,-1.3428,-83.9844,-36.7432,68.297,-4.005,-105.139
0.083,0.9233,0.3687,-1.8311,-72.876,-34.3628,68.741,-3.461,-113.5
0.1016,0.9219,0.3628,10.8643,-35.7666,-15.686,69.318,-3.049,-120.07
0.082,0.9658,0.313,3.1128,-9.0942,-1.8921,70.12,-3.417,-121.987
0.0928,0.9492,0.3345,1.3428,2.0142,1.5259,70.433,-3.702,-122.377
0.0503,0.9365,0.3271,-3.0518,2.2583,5.249,70.367,-3.917,-121.888
0.0747,0.96,0.3203,0.5493,4.3335,4.1504,70.252,-4.147,-121.311
0.0503,0.917,0.3379,-3.2349,-1.5869,-4.8828,69.988,-3.994,-121.19
0.083,0.9287,0.3584,-2.2583,2.7466,-0.1831,69.791,-3.79,-121.349
0.0679,0.939,0.3506,-2.6855,-2.9907,-1.9531,69.642,-3.625,-121.564
0.063,0.9287,0.3506,0.3662,-4.6997,1.3428,69.538,-3.417,-121.937
0.0747,0.9146,0.3501,2.1973,-2.1362,1.9531,69.637,-3.571,-121.97
0.1055,0.9395,0.3467,4.5166,9.7046,3.6621,69.972,-3.796,-121.641
0.1206,0.9277,0.335,6.7139,37.5366,13.6108,70.258,-3.768,-119.344
0.1499,0.9331,0.3467,10.437,102.2339,46.7529,70.406,-4.433,-111.918
0.1523,0.9624,0.2964,12.085,150.4517,69.397,70.065,-6.251,-97.163
0.0835,0.9717,0.2695,3.6621,118.042,47.2412,69.142,-7.02,-81.799
0.0991,0.9639,0.3198,-5.0049,78.0029,27.2217,68.044,-6.806,-71.603
0.0513,0.9009,0.3774,-7.2021,31.4941,7.5073,66.857,-5.977,-65.962
0.0859,0.9058,0.3994,-2.3193,7.6904,-3.9673,66.456,-5.323,-64.358
0.0815,0.9058,0.4067,0.2441,-0.4883,-3.8452,66.363,-4.812,-64.243
