accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.0518,-0.1875,1.23,-1.5259,-1.2817,-1.4648,-9.272,2.889,-86.05
0.0474,-0.1992,1.2437,-0.9155,-3.1128,-1.3428,-9.382,2.351,-86.094
0.0493,-0.1938,1.2407,0.4883,-0.6714,-1.0986,-9.338,1.879,-86.1
0.0449,-0.1943,1.2422,-1.2207,-0.4272,0.0,-9.371,1.626,-86.056
0.0444,-0.2007,1.2422,1.8311,-2.5635,-4.2114,-9.333,1.263,-86.122
0.0205,-0.2041,1.2358,11.9019,-16.9067,-19.7144,-8.723,0.082,-87.023
0.0195,-0.1665,1.2065,23.4985,-42.0532,-46.5698,-6.812,-3.34,-89.978
0.0122,-0.1528,1.189,30.1514,-65.979,-62.0117,-3.878,-8.959,-94.988
0.0205,-0.1426,1.1377,29.0527,-86.4258,-67.1997,0.45,-15.271,-102.101
0.0679,-0.0752,1.1528,19.5923,-75.8667,-63.0493,4.812,-21.714,-109.352
0.0898,-0.1167,1.1729,11.1694,-19.5312,-31.6772,8.102,-24.291,-114.906
0.0239,-0.0986,1.1421,1.4038,0.2441,-3.418,8.256,-23.593,-115.933
0.0181,-0.1089,1.1509,0.3662,-6.5918,-5.7373,7.74,-22.423,-116.18
0.0273,-0.105,1.146,0.7935,-4.4556,-1.77,7.081,-21.434,-116.043
0.0293,-0.0981,1.1455,1.6479,-3.2959,-1.2817,6.493,-20.555,-115.884
0.0347,-0.1045,1.1455,0.8545,0.3662,0.0,5.867,-19.589,-115.675
0.022,-0.1025,1.1445,0.1831,-0.6104,-1.1597,5.235,-18.534,-115.488
0.0405,-0.1055,1.1489,-0.6104,3.479,2.7466,4.603,-17.485,-115.252
0.0376,-0.0952,1.1465,-5.4321,23.3765,35.2173,3.257,-15.48,-113.346
0.0879,-0.0796,1.1553,-23.6206,52.8564,76.0498,-0.044,-11.234,-107.271
0.0918,-0.1123,1.1709,-35.9497,84.7778,83.374,-4.307,-3.543,-99.778
0.0889,-0.1494,1.2026,-29.48,80.8716,84.2896,-7.592,5.323,-91.84
0.0615,-0.167,1.2153,-25.8179,72.5708,67.749,-9.36,12.805,-85.726
0.0317,-0.2134,1.248,-19.2871,38.5132,37.2314,-10.585,17.825,-81.76
0.0288,-0.2168,1.25,-7.0801,13.7939,10.2539,-11.003,19.589,-79.733
0.0435,-0.2266,1.2627,-1.4038,-3.54,-6.3477,-11.349,18.644,-79.629
0.062,-0.2197,1.2622,5.9814,-1.8311,-9.0332,-11.206,16.919,-80.134
0.0347,-0.2065,1.251,4.2725,-2.0752,-8.0566,-10.772,15.513,-80.7
0.0283,-0.2002,1.2417,2.3804,-1.0986,-2.5635,-10.415,14.31,-80.947
0.0342,-0.209,1.251,0.2441,-1.0986,0.0,-10.294,13.217,-80.799
0.0312,-0.2065,1.248,0.4883,-0.9155,-1.2817,-10.195,12.255,-80.678
0.0342,-0.21,1.248,-0.4883,-1.8921,-0.3052,-10.151,11.299,-80.574
0.04,-0.2114,1.252,1.77,-2.4414,-0.7935,-10.042,10.333,-80.436
0.0479,-0.2021,1.2466,2.8687,-2.2583,-0.2441,-9.756,9.355,-80.354
0.0508,-0.1904,1.2432,0.8545,-0.4272,0.5493,-9.503,8.586,-80.195
0.0552,-0.1963,1.2432,-0.1221,0.2441,0.4883,-9.47,7.954,-80.024
0.0537,-0.2041,1.25,-0.7324,-0.5493,-0.1221,-9.531,7.311,-79.893
0.0483,-0.1992,1.2446,0.1831,0.8545,0.3052,-9.481,6.762,-79.777
0.042,-0.2031,1.2446,0.0,-2.3193,3.7231,-9.454,6.251,-79.607
0.0444,-0.2056,1.248,-1.0986,-0.2441,0.0,-9.52,5.641,-79.486
0.0522,-0.2114,1.2505,0.061,-1.2817,0.8545,-9.536,5.081,-79.305
0.0522,-0.2026,1.2466,2.9297,-2.3804,-1.709,-9.377,4.493,-79.156
