accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
-0.042,0.9922,0.1646,0.1831,0.6104,1.709,80.019,0.599,-14.59
-0.0464,0.9854,0.1758,-1.8921,-0.3052,6.7749,79.964,0.379,-14.573
-0.0298,0.9902,0.1753,-2.8687,0.0,12.3901,79.755,-0.352,-14.595
-0.0063,0.9878,0.1812,-3.6621,1.9531,20.3857,79.42,-1.708,-14.348
0.0308,0.9819,0.1904,-2.9297,4.0894,29.6021,79.113,-3.845,-13.711
0.0859,0.9634,0.1948,-2.4414,1.5259,38.5742,78.827,-6.817,-12.838
0.1875,0.9595,0.1982,1.2817,4.0894,39.5508,78.536,-10.371,-11.953
0.2173,0.96,0.1904,2.8076,5.3711,39.1235,78.464,-13.843,-10.739
0.2578,0.9331,0.1851,1.4648,3.1738,43.0908,78.371,-17.545,-9.465
0.3687,0.8789,0.2021,-1.5259,-6.3477,49.4385,78.113,-22.11,-8.734
0.4692,0.8643,0.1772,6.0425,4.0283,51.0254,77.948,-26.68,-7.806
0.5444,0.8223,0.1733,5.9814,15.564,53.5889,77.217,-31.333,-5.301
0.5957,0.7759,0.188,-3.3569,6.2256,46.3257,75.839,-35.793,-2.368
0.687,0.7168,0.2017,-3.2959,-3.479,31.0669,74.96,-39.26,-1.472
0.6934,0.6934,0.2075,-11.7798,-0.7324,26.001,73.477,-41.902,-0.494
0.707,0.6694,0.2173,-0.7935,6.0425,21.7285,72.158,-44.017,0.797
0.7383,0.6528,0.2168,0.061,2.5024,17.0288,71.34,-45.78,2.285
0.7559,0.6255,0.229,-1.709,-3.1128,12.8784,70.862,-47.197,2.867
0.7935,0.5981,0.2354,-2.1362,-6.5918,4.6997,71.158,-48.246,2.34
0.7798,0.6064,0.2153,-3.8452,-3.9062,-1.3428,71.186,-48.615,1.912
0.7749,0.6113,0.209,0.1221,-2.5024,-2.0142,71.384,-48.647,1.522
0.7949,0.6016,0.2319,-4.6387,-3.6011,-10.8032,71.543,-48.285,0.983
0.7642,0.6304,0.2144,-10.0708,-14.6484,-34.9121,72.438,-46.478,-1.34
0.7227,0.6968,0.1812,0.1221,-7.4463,-44.6167,74.048,-43.165,-4.246
0.6699,0.7397,0.1816,5.3711,1.1597,-51.3916,75.696,-38.99,-5.993
0.5728,0.7739,0.1953,4.0283,3.1128,-57.312,76.921,-34.189,-6.905
0.4683,0.853,0.1689,4.5166,-2.6245,-61.4014,78.294,-28.768,-8.163
0.373,0.8921,0.1694,4.2114,-0.061,-57.4341,79.42,-23.275,-9.531
0.2915,0.9219,0.1704,1.5259,-2.0752,-62.0117,79.991,-17.759,-10.673
0.1567,0.9429,0.1694,1.4038,-10.3149,-72.3267,80.629,-11.453,-12.206
-0.0015,0.9927,0.1421,-2.5635,-5.6763,-56.5186,80.914,-5.131,-14.123
-0.0762,1.0054,0.1426,0.3662,6.2866,-25.2075,80.662,-1.104,-14.98
-0.0801,0.9878,0.1606,-1.9531,6.5918,-13.0005,80.541,0.884,-14.897
-0.0942,0.9829,0.1689,-3.1738,7.019,-5.6763,80.409,1.994,-14.507
-0.0928,0.9766,0.1782,-2.2583,1.4038,-4.7607,80.184,2.67,-14.299
-0.0962,0.9785,0.1758,-0.9155,0.3662,-4.9438,80.019,3.29,-14.469
-0.1074,0.9893,0.1665,1.3428,1.1597,-1.0986,80.063,3.724,-14.65
-0.1104,0.9907,0.1602,-1.1597,1.709,2.6245,80.079,3.801,-14.689
