accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
-0.1035,1.0107,0.1035,1.4038,5.4932,7.1411,83.232,2.582,-18.666
-0.0688,0.9785,0.1304,0.0,-2.3193,7.5684,83.331,1.989,-18.572
-0.0591,0.9937,0.1206,0.3052,-2.8076,7.2632,83.282,1.494,-19.039
-0.0566,1.0,0.1123,-0.8545,-3.3569,11.4746,83.21,0.698,-19.435
-0.0557,1.0083,0.0986,2.6855,-4.2725,29.9683,83.276,-1.132,-19.759
0.0273,0.9873,0.1128,0.061,-3.7842,40.3442,83.529,-4.526,-19.891
0.0933,0.9678,0.1245,-3.6011,-6.897,52.4902,83.238,-8.904,-20.149
0.2061,0.9443,0.1157,-1.6479,-6.1646,63.7817,83.029,-14.573,-20.237
0.3408,0.916,0.1064,-1.77,-2.9907,72.1436,82.705,-21.088,-19.847
0.5068,0.8486,0.1299,-0.7324,-5.7983,67.627,82.101,-27.768,-19.44
0.6738,0.8203,0.084,5.249,-15.4419,60.5469,82.639,-33.997,-19.819
0.7075,0.7305,0.1094,-2.5635,-16.6016,25.3296,83.793,-37.936,-21.39
0.6987,0.7373,0.0845,-6.4697,-5.9814,8.5449,83.897,-39.545,-22.352
0.6753,0.7378,0.0879,-1.5869,0.3052,4.6997,83.738,-40.342,-22.313
0.6777,0.7339,0.083,0.6714,1.4648,2.5024,83.732,-40.765,-22.0
0.7056,0.7319,0.0825,-1.2817,2.5635,-0.4883,83.535,-40.99,-21.577
0.7539,0.7354,0.0894,-5.3711,7.5073,-19.2871,83.073,-40.161,-21.006
0.6929,0.7725,0.0928,-0.9155,16.1743,-49.6216,81.996,-36.788,-19.709
0.5586,0.8169,0.1104,9.1553,13.7939,-76.0498,82.233,-30.646,-18.77
0.3716,0.8711,0.1108,1.77,5.7983,-76.5991,82.881,-23.203,-18.6
0.2695,0.9312,0.1157,7.6294,14.8315,-67.0776,83.183,-16.469,-18.43
0.0669,0.9673,0.1055,7.6904,14.0381,-67.8711,84.155,-9.745,-17.402
-0.0073,0.9907,0.1045,0.061,7.9956,-43.7012,84.408,-4.202,-16.996
-0.0425,0.9868,0.0991,-1.2207,5.0049,-25.2686,84.359,-0.846,-16.848
-0.0854,1.0063,0.0879,2.1973,0.5493,-9.7046,84.457,0.994,-16.974
-0.0776,1.0015,0.0859,3.7842,1.5869,1.77,84.732,1.428,-17.1
