accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
-0.0332,0.9785,0.2036,0.8545,0.9155,-0.3662,78.629,0.016,-14.436
-0.0337,0.979,0.2031,-0.4883,-0.7324,2.9297,78.607,0.016,-14.546
-0.0156,0.981,0.1987,-1.5259,-0.1221,4.8218,78.536,-0.341,-14.661
-0.0264,0.9897,0.1978,-1.8311,-0.7324,8.1787,78.354,-0.824,-14.656
-0.0049,0.9824,0.2017,-4.9438,3.3569,23.9258,78.047,-2.104,-14.359
0.0503,0.9766,0.2095,-5.3101,2.9907,30.1514,77.531,-4.598,-13.524
0.1064,0.9644,0.2251,-3.54,1.1597,32.1655,76.959,-7.377,-12.744
0.1543,0.9492,0.2358,-0.2441,-5.7983,32.4707,76.718,-10.283,-12.195
0.2393,0.9438,0.2124,2.6855,-7.8125,33.4473,76.844,-13.497,-12.233
0.2847,0.9302,0.2017,3.54,-4.5776,36.1328,77.179,-16.809,-12.003
0.332,0.9033,0.2021,3.1128,-2.0752,42.5415,77.305,-20.424,-11.42
0.4077,0.8716,0.1997,3.2959,-0.7324,48.8892,77.344,-24.587,-10.432
0.5044,0.8237,0.1865,0.0,-0.6104,53.7109,76.992,-29.344,-9.185
0.623,0.7822,0.1875,-5.127,0.7935,52.002,76.075,-34.349,-7.69
0.6895,0.7285,0.2114,-2.2583,5.0659,41.5649,74.548,-38.644,-5.713
0.7173,0.7295,0.189,2.4414,5.0659,17.395,73.911,-41.045,-4.065
0.6904,0.6792,0.2192,1.2817,4.0283,15.8691,73.279,-42.468,-2.812
0.6997,0.666,0.2222,1.77,2.7466,13.1836,72.719,-43.704,-1.736
0.7212,0.6611,0.2085,0.7935,-2.7466,7.9346,72.449,-44.714,-1.104
0.7549,0.6431,0.2202,1.4648,-0.7935,6.1646,72.543,-45.516,-0.813
0.7437,0.6504,0.2095,-4.5776,-0.1221,-1.709,72.323,-45.67,-0.692
0.7461,0.6577,0.2109,-1.4648,0.0,-5.188,72.098,-45.434,-0.665
0.7393,0.6606,0.2075,-1.709,-0.1221,-17.7002,72.46,-44.462,-1.132
0.7178,0.689,0.2148,2.3804,-7.019,-34.0576,73.306,-42.314,-2.324
0.6641,0.7334,0.1958,5.9814,-6.897,-47.9126,75.344,-38.617,-4.62
0.582,0.7886,0.188,-1.5869,5.5542,-46.7529,76.251,-34.387,-5.867
0.4956,0.8354,0.1968,3.7842,4.5166,-51.2085,76.772,-29.844,-6.295
0.3994,0.8838,0.1831,2.9907,-3.6621,-54.1992,77.734,-24.961,-7.361
0.3379,0.8916,0.1919,1.709,-9.5825,-55.3589,78.629,-20.012,-9.278
0.2266,0.9448,0.1777,2.8076,-2.5024,-55.6641,79.135,-14.81,-11.135
0.0879,0.9604,0.1733,6.1035,-0.8545,-45.2271,79.761,-10.003,-11.959
0.0566,0.9897,0.1616,4.3945,-0.4883,-29.541,80.425,-6.476,-12.706
0.0215,0.9995,0.1514,1.3428,3.2349,-21.4233,80.733,-3.966,-13.085
-0.0225,0.9897,0.1611,-1.709,3.2959,-11.4136,80.717,-2.197,-13.074
-0.0186,0.9858,0.1655,-1.8311,-0.1831,-7.2632,80.568,-1.225,-13.233
-0.0273,0.9902,0.1641,0.0,0.9155,-5.7373,80.491,-0.45,-13.519
-0.0381,0.9819,0.1689,-1.2207,-0.4272,-1.1597,80.447,-0.016,-13.629
-0.0298,0.9839,0.1714,-2.3193,-1.8921,-2.8687,80.239,0.209,-14.008
-0.0361,0.9878,0.1689,-0.6104,-1.709,-1.4648,80.024,0.5,-14.387
-0.042,0.9922,0.1646,0.1831,0.6104,1.709,80.019,0.599,-14.59
