accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.0625,0.9248,0.3564,-2.7466,-10.0098,11.5356,69.615,-2.598,-72.735
0.0938,0.9263,0.356,-1.77,-8.4229,7.3242,69.428,-3.801,-72.62
0.0967,0.9277,0.3599,-1.5869,-4.8828,4.3945,69.285,-4.521,-72.46
0.106,0.9312,0.3569,-2.0142,-2.6245,2.1362,69.186,-5.037,-72.136
0.0967,0.9268,0.3638,-2.1362,-0.3662,0.9155,68.945,-5.235,-71.702
0.1001,0.9243,0.3623,-2.1973,0.1831,0.7935,68.741,-5.389,-71.18
0.0991,0.9209,0.3691,-1.8311,0.0,1.1597,68.522,-5.477,-70.664
0.106,0.9204,0.3716,-0.4272,2.0142,1.2817,68.39,-5.576,-70.109
0.1016,0.9175,0.3784,-0.3662,4.8218,2.9907,68.264,-5.636,-69.28
0.105,0.9209,0.3711,1.2207,5.4932,2.3804,68.264,-5.757,-68.286
0.0986,0.9258,0.3706,1.1597,3.54,2.0752,68.297,-5.779,-67.401
0.1133,0.9214,0.3701,0.0,3.479,1.77,68.324,-5.85,-66.736
0.1548,0.9038,0.3901,1.3428,25.6958,11.8408,68.187,-5.955,-65.105
0.1592,0.9194,0.376,4.8218,67.0166,26.2451,68.071,-6.125,-59.716
0.1396,0.9243,0.377,0.2441,93.2007,38.3301,67.363,-6.207,-50.565
0.168,0.9214,0.3755,-1.1597,124.8779,51.6968,66.116,-6.213,-38.952
0.0791,0.9365,0.3569,-9.8267,153.4424,48.7671,64.171,-5.026,-24.197
-0.0615,0.8784,0.4263,-6.1035,82.0923,27.71,62.479,-3.197,-12.717
-0.021,0.8872,0.457,2.4414,18.8599,4.0894,62.342,-2.28,-9.399
0.0181,0.8916,0.4565,4.6387,7.7515,1.77,62.776,-1.851,-9.558
0.001,0.9102,0.4409,4.8218,-2.9297,-2.9297,63.254,-1.67,-10.355
0.0137,0.8955,0.4302,4.7607,-14.7705,-6.3477,63.765,-1.615,-12.382
0.0127,0.9023,0.4316,3.7842,-23.1323,-6.3477,64.226,-1.835,-15.266
0.0073,0.9033,0.4141,8.1787,-51.2695,-16.0522,64.94,-2.422,-19.72
-0.0049,0.9185,0.3799,10.9253,-91.1865,-38.6963,66.209,-2.62,-27.784
0.0522,0.9575,0.3276,17.334,-131.6528,-55.1758,68.258,-2.538,-40.364
0.0649,0.98,0.2827,1.2207,-123.4741,-51.8188,69.994,-1.84,-54.212
0.0791,0.9165,0.3311,-3.479,-81.9092,-22.0947,70.087,-1.923,-64.424
0.0996,0.9639,0.3408,-2.9907,-43.6401,-3.1128,70.291,-3.01,-69.796
0.1196,0.9248,0.3574,-7.6904,-15.9302,5.0049,69.796,-4.241,-71.752
0.1143,0.9214,0.3628,-4.6997,-5.9204,5.9814,69.241,-5.202,-71.845
