accX,accY,accZ,gyroX,gyroY,gyroZ,angleX,angley,anglez
0.166,0.9941,0.0967,-4.4556,-3.8452,0.8545,81.337,-7.982,-14.738
0.1528,0.9775,0.1206,-3.7842,-4.2114,-0.7935,81.156,-8.064,-15.068
0.1606,0.9819,0.1274,-1.2817,-1.9531,-0.7324,81.085,-8.086,-15.381
0.1587,0.9868,0.1274,-4.6387,1.2817,0.0,80.892,-8.091,-15.353
0.1509,0.9868,0.1362,-10.2539,1.4648,-3.0518,80.288,-7.993,-15.167
0.146,0.9834,0.1606,-14.5264,-0.061,-5.3101,79.211,-7.619,-15.15
0.1357,0.9756,0.1865,-18.4326,-0.4883,-6.1646,77.756,-7.114,-15.26
0.1377,0.9678,0.2222,-20.5078,1.0376,-5.9204,75.992,-6.608,-15.342
0.1206,0.9658,0.2505,-22.3389,6.0425,-6.4087,74.031,-5.977,-15.068
0.0938,0.9487,0.2925,-25.0244,5.4321,-8.3008,71.741,-5.191,-14.672
0.0728,0.9458,0.334,-27.1606,3.1128,-11.5967,69.274,-4.202,-14.546
0.0513,0.9116,0.3853,-40.8325,0.9155,-12.7563,66.028,-3.197,-14.936
0.0454,0.8687,0.4609,-41.687,5.6152,-8.2397,62.177,-2.241,-15.057
0.0229,0.8403,0.5288,-38.6353,11.4746,-9.3994,58.425,-1.066,-14.661
-0.0073,0.7988,0.5767,-35.8276,7.9956,-10.9253,54.855,0.203,-14.31
-0.0293,0.7793,0.6099,-38.7573,4.8218,-13.5498,51.268,1.467,-14.529
-0.0474,0.7339,0.6621,-46.0205,2.1362,-14.2212,47.219,2.637,-15.145
-0.0718,0.6392,0.7383,-46.6919,3.0518,-16.2354,42.72,3.735,-16.007
-0.0898,0.5562,0.7886,-38.147,2.0752,-12.5732,38.458,4.768,-16.919
-0.1255,0.5288,0.8408,-35.5225,4.5776,-9.2773,34.777,5.526,-17.424
-0.124,0.4678,0.8696,-27.5879,-3.1738,-4.8828,31.575,5.922,-17.891
-0.1201,0.4326,0.8887,-22.7661,-1.709,-6.4087,29.02,6.037,-18.561
-0.1182,0.3921,0.9194,-16.4185,-0.2441,-3.2349,26.988,6.119,-18.896
-0.1167,0.3784,0.9263,-7.6904,-1.0376,-1.4648,25.714,6.147,-19.116
-0.1191,0.3784,0.9067,-2.2583,-1.1597,1.5259,25.065,6.114,-19.122
-0.1113,0.3911,0.9165,-7.2021,-0.6714,0.0,24.549,5.988,-18.995
-0.1094,0.354,0.9292,-3.1128,-1.709,-1.5259,23.956,5.905,-19.1
-0.1221,0.356,0.937,3.8452,0.5493,2.1362,23.928,5.927,-19.05
-0.1045,0.376,0.9121,8.8501,-3.3569,1.9531,24.483,5.696,-18.847
-0.0938,0.4019,0.9082,8.1177,-1.8311,2.2583,25.186,5.372,-18.77
-0.0933,0.4038,0.9009,10.1929,-1.9531,1.709,25.972,5.164,-18.589
-0.0991,0.4185,0.9126,16.1133,-2.3193,2.7466,27.109,4.938,-18.528
-0.0796,0.4512,0.8848,24.292,-3.7231,3.0518,29.015,4.51,-18.336
-0.0796,0.5176,0.8413,23.9258,-0.4272,6.1035,31.399,4.164,-18.04
-0.062,0.5449,0.8306,23.5596,0.4883,7.2021,33.591,3.823,-17.38
-0.0684,0.5698,0.8179,28.4424,-2.3804,7.6294,36.024,3.444,-16.82
-0.0312,0.6167,0.7861,34.79,-0.061,7.5684,39.073,2.884,-16.287
-0.0352,0.6567,0.7378,44.3115,1.709,12.085,42.814,2.401,-15.43
-0.0137,0.7217,0.6616,47.8516,5.4321,8.4229,47.219,1.989,-14.414
-0.0332,0.791,0.5889,45.6543,3.6011,8.606,51.724,1.741,-13.359
-0.0449,0.8286,0.5278,40.4053,-1.709,9.0942,55.887,1.181,-12.739
-0.001,0.853,0.4814,41.748,-3.7842,12.6343,59.749,0.077,-12.387
0.0396,0.8857,0.4087,43.7622,-5.9204,10.6201,63.924,-1.187,-12.305
0.0557,0.9443,0.3174,41.0767,-6.897,9.5825,68.181,-2.357,-12.409
0.0767,0.9727,0.2539,31.311,-3.6011,7.1411,71.818,-3.323,-12.634
0.0845,0.9653,0.2246,27.5269,0.6104,4.5776,74.559,-3.977,-12.546
0.0762,0.9868,0.1582,26.001,-2.3193,8.667,77.245,-4.576,-12.404
0.1177,1.0171,0.123,8.728,-4.6997,2.6855,79.118,-5.383,-12.695
0.1182,0.9927,0.1372,4.2114,-3.9062,0.1831,79.843,-5.63,-13.063
0.106,0.9868,0.1406,3.2959,-1.5869,-1.2207,80.332,-5.598,-13.332
0.106,0.9922,0.124,2.5635,0.6714,0.1831,80.782,-5.647,-13.359
0.1123,0.9971,0.1274,0.8545,0.4272,0.5493,80.986,-5.724,-13.304
